Date,item_nbr,daily_units,avg_temp
3/7/2012,5,1081,60.73170732
3/8/2012,5,729,53.39534884
3/9/2012,5,917,50.16666667
3/10/2012,5,1176,50.20930233
3/11/2012,5,1517,55.04651163
3/12/2012,5,989,62.41860465
3/13/2012,5,826,64.23255814
3/14/2012,5,701,66.35
3/15/2012,5,890,64.48837209
3/16/2012,5,996,64.41860465
3/17/2012,5,957,66.55813953
3/18/2012,5,1318,66.58139535
3/19/2012,5,1205,63
3/20/2012,5,977,58.13953488
3/21/2012,5,925,58.86046512
3/22/2012,5,652,59.88372093
3/23/2012,5,910,61.34883721
3/24/2012,5,864,61.74418605
3/25/2012,5,1264,61.83333333
3/26/2012,5,892,61.93023256
3/27/2012,5,847,62.8372093
3/28/2012,5,961,63.62790698
3/29/2012,5,567,64.20930233
3/30/2012,5,704,64.81395349
3/31/2012,5,891,64.65116279
4/1/2012,5,1854,69.28947368
4/2/2012,5,1259,68.91428571
4/3/2012,5,1197,60.97619048
4/4/2012,5,1030,61.41860465
4/5/2012,5,1136,60.20930233
4/6/2012,5,1191,59.44186047
4/7/2012,5,1348,58.97674419
4/8/2012,5,1185,58.04651163
4/9/2012,5,1005,61.79069767
4/10/2012,5,1590,62.90697674
4/11/2012,5,888,60.11627907
4/12/2012,5,837,59.81395349
4/13/2012,5,1160,63.04651163
4/14/2012,5,1276,66.65116279
4/15/2012,5,1518,64.1627907
4/16/2012,5,1010,61.51162791
4/17/2012,5,886,62.93023256
4/18/2012,5,557,64.60465116
4/19/2012,5,815,64.48837209
4/20/2012,5,822,61.13953488
4/21/2012,5,991,61.79069767
4/22/2012,5,1319,60.58139535
4/23/2012,5,867,58.58139535
4/24/2012,5,670,63.69767442
4/25/2012,5,750,69.1627907
4/26/2012,5,564,69.25581395
4/27/2012,5,764,68.65116279
4/28/2012,5,1079,66.27906977
4/29/2012,5,1112,66.97674419
4/30/2012,5,941,67.3255814
5/1/2012,5,1452,69.65116279
5/2/2012,5,1023,71.65116279
5/3/2012,5,839,72.86046512
5/4/2012,5,905,74.46511628
5/5/2012,5,1333,73.27906977
5/6/2012,5,1440,72.04651163
5/7/2012,5,1132,66.44186047
5/8/2012,5,979,63.53488372
5/9/2012,5,911,66.58139535
5/10/2012,5,1106,66.09302326
5/11/2012,5,938,62.6744186
5/12/2012,5,1155,65.18604651
5/13/2012,5,1036,66.69767442
5/14/2012,5,1109,68.39534884
5/15/2012,5,1004,68.97674419
5/16/2012,5,656,70.3255814
5/17/2012,5,828,70.72093023
5/18/2012,5,839,71.62790698
5/19/2012,5,1302,71.76744186
5/20/2012,5,1171,68.13953488
5/21/2012,5,784,69.60465116
5/22/2012,5,943,71.58139535
5/23/2012,5,693,74.97674419
5/24/2012,5,797,75.48837209
5/25/2012,5,855,76.02325581
5/26/2012,5,1054,77.8372093
5/27/2012,5,1009,75.93023256
5/28/2012,5,1191,75.62790698
5/29/2012,5,823,74.25581395
5/30/2012,5,784,75.13953488
5/31/2012,5,821,70.4047619
6/1/2012,5,1252,66.15
6/2/2012,5,1312,71.8372093
6/3/2012,5,1668,75.39534884
6/4/2012,5,1068,76.06976744
6/5/2012,5,1451,76
6/6/2012,5,1016,74.34210526
6/7/2012,5,1282,71.58139535
6/8/2012,5,1154,73.58139535
6/9/2012,5,1015,75.74418605
6/10/2012,5,1914,77.74418605
6/11/2012,5,1365,77.09302326
6/12/2012,5,1094,76.11627907
6/13/2012,5,1134,75.48837209
6/14/2012,5,937,76.875
6/15/2012,5,1046,75.06976744
6/16/2012,5,1171,76.25581395
6/17/2012,5,1241,76.51162791
6/18/2012,5,1069,78.62790698
6/19/2012,5,989,78.70731707
6/20/2012,5,1104,78.8372093
6/21/2012,5,709,77.76744186
6/22/2012,5,710,79.69767442
6/23/2012,5,1089,80.55813953
6/24/2012,5,1332,80.53488372
6/25/2012,5,858,81.58139535
6/26/2012,5,863,81.86046512
6/27/2012,5,728,81.71428571
6/28/2012,5,872,81.6744186
6/29/2012,5,998,83.27906977
6/30/2012,5,1083,83.30232558
7/1/2012,5,1949,82.8372093
7/2/2012,5,1180,82.86046512
7/3/2012,5,1240,84
7/4/2012,5,917,84.62790698
7/5/2012,5,1480,84
7/6/2012,5,1065,83.69767442
7/7/2012,5,1108,82.8372093
7/8/2012,5,1514,81.6744186
7/9/2012,5,1209,81.51162791
7/10/2012,5,1612,80.23255814
7/11/2012,5,1281,80.11627907
7/12/2012,5,1108,81.55813953
7/13/2012,5,1203,82.48780488
7/14/2012,5,1366,82.97560976
7/15/2012,5,1273,80.44186047
7/16/2012,5,1313,81.95348837
7/17/2012,5,968,83.37209302
7/18/2012,5,921,83.97674419
7/19/2012,5,793,83.88372093
7/20/2012,5,774,84.13953488
7/21/2012,5,1042,83.46511628
7/22/2012,5,1334,84.6744186
7/23/2012,5,1176,85.11627907
7/24/2012,5,854,84.45238095
7/25/2012,5,736,85.58139535
7/26/2012,5,674,84.37209302
7/27/2012,5,956,83.46511628
7/28/2012,5,961,84.55813953
7/29/2012,5,1026,85.18604651
7/30/2012,5,1010,85.79069767
7/31/2012,5,788,86.11627907
8/1/2012,5,1505,87.5
8/2/2012,5,1029,87.60465116
8/3/2012,5,1324,87.02325581
8/4/2012,5,1108,85.11627907
8/5/2012,5,1764,81.93023256
8/6/2012,5,1423,83.55813953
8/7/2012,5,1207,84.3255814
8/8/2012,5,956,83.51162791
8/9/2012,5,818,83.06976744
8/10/2012,5,1344,80.90697674
8/11/2012,5,1307,79.06976744
8/12/2012,5,1250,81.6744186
8/13/2012,5,1216,79.86046512
8/14/2012,5,1011,78.44186047
8/15/2012,5,911,81.60465116
8/16/2012,5,1007,80.72093023
8/17/2012,5,921,77.79069767
8/18/2012,5,1396,74.02325581
8/19/2012,5,1415,74.3255814
8/20/2012,5,1124,74.69767442
8/21/2012,5,761,74.79487179
8/22/2012,5,828,76.41025641
8/23/2012,5,729,77.27906977
8/24/2012,5,840,78.30232558
8/25/2012,5,1231,77.88372093
8/26/2012,5,1374,78.60465116
8/27/2012,5,884,79.74418605
8/28/2012,5,625,80.48837209
8/29/2012,5,628,78.97674419
8/30/2012,5,593,80.18604651
8/31/2012,5,785,80.65116279
9/1/2012,5,1416,81.65116279
9/2/2012,5,1082,81.90697674
9/3/2012,5,1218,83.23255814
9/4/2012,5,1034,83.09302326
9/5/2012,5,1265,82.60465116
9/6/2012,5,776,81.55813953
9/7/2012,5,962,79.60465116
9/8/2012,5,1039,72.60465116
9/9/2012,5,1211,72.65116279
9/10/2012,5,1436,73.62790698
9/11/2012,5,982,75.30232558
9/12/2012,5,761,74.74418605
9/13/2012,5,796,70.93023256
9/14/2012,5,896,66.48837209
9/15/2012,5,1068,68.8372093
9/16/2012,5,1245,69.53488372
9/17/2012,5,898,69.3255814
9/18/2012,5,709,67.58139535
9/19/2012,5,867,70.6744186
9/20/2012,5,587,70.72093023
9/21/2012,5,862,72.46511628
9/22/2012,5,1021,71.81395349
9/23/2012,5,1094,69.25581395
9/24/2012,5,743,72.06976744
9/25/2012,5,948,74.34883721
9/26/2012,5,650,72.06976744
9/27/2012,5,727,68.69767442
9/28/2012,5,723,69.27906977
9/29/2012,5,1126,68.95348837
9/30/2012,5,1077,68.11627907
10/1/2012,5,1216,68.41860465
10/2/2012,5,1038,68.58139535
10/3/2012,5,772,67.3255814
10/4/2012,5,829,66.13953488
10/5/2012,5,1316,59.97674419
10/6/2012,5,1463,54.53488372
10/7/2012,5,1319,52.25581395
10/8/2012,5,1149,56.02325581
10/9/2012,5,932,57.79069767
10/10/2012,5,1014,60.1627907
10/11/2012,5,808,65.62790698
10/12/2012,5,924,64.76744186
10/13/2012,5,1204,64.72093023
10/14/2012,5,1125,65.34883721
10/15/2012,5,910,67.13953488
10/16/2012,5,827,64.88372093
10/17/2012,5,784,62.86046512
10/18/2012,5,598,59.88372093
10/19/2012,5,631,60.6744186
10/20/2012,5,745,64.18604651
10/21/2012,5,1173,68.62790698
10/22/2012,5,795,68.62790698
10/23/2012,5,853,68.39534884
10/24/2012,5,737,67.04878049
10/25/2012,5,728,59.63414634
10/26/2012,5,887,51.65853659
10/27/2012,5,1033,49.65116279
10/28/2012,5,1119,50.41860465
10/29/2012,5,806,51.71428571
10/30/2012,5,673,55.86046512
10/31/2012,5,446,56.81395349
11/1/2012,5,1124,59.16666667
11/2/2012,5,1085,59.72093023
11/3/2012,5,1377,57.55813953
11/4/2012,5,1323,56.13953488
11/5/2012,5,1217,54.04651163
11/6/2012,5,968,52.23255814
11/7/2012,5,838,51.06976744
11/8/2012,5,883,55.05128205
11/9/2012,5,961,60.25581395
11/10/2012,5,1421,60.18604651
11/11/2012,5,1326,52.74418605
11/12/2012,5,993,47.04651163
11/13/2012,5,970,48.69767442
11/14/2012,5,769,48.48837209
11/15/2012,5,6308,46.46511628
11/16/2012,5,675,47.89473684
11/17/2012,5,966,49.18604651
11/18/2012,5,1014,52.25581395
11/19/2012,5,962,54.97674419
11/20/2012,5,888,55.11627907
11/21/2012,5,640,56.23255814
11/22/2012,5,236,56.06976744
11/23/2012,5,516,46.86046512
11/24/2012,5,707,44.62790698
11/25/2012,5,1059,48.18604651
11/26/2012,5,928,43.8372093
11/27/2012,5,827,42.65116279
11/28/2012,5,716,44.86046512
11/29/2012,5,741,50.72093023
11/30/2012,5,1079,53.46511628
12/1/2012,5,1693,58.09302326
12/2/2012,5,1478,58.92682927
12/3/2012,5,1114,60
12/4/2012,5,922,53.1627907
12/5/2012,5,978,50.78947368
12/6/2012,5,818,51.93023256
12/7/2012,5,1172,48.90697674
12/8/2012,5,1358,50.20930233
12/9/2012,5,1217,44.44186047
12/10/2012,5,1507,38.87804878
12/11/2012,5,838,41.02325581
12/12/2012,5,936,42.72093023
12/13/2012,5,932,47.04651163
12/14/2012,5,891,46.86046512
12/15/2012,5,1169,50.88372093
12/16/2012,5,1049,49.53488372
12/17/2012,5,801,47.58139535
12/18/2012,5,940,48.34883721
12/19/2012,5,818,48.02325581
12/20/2012,5,733,41.26190476
12/21/2012,5,777,41.97674419
12/22/2012,5,1131,41.85
12/23/2012,5,1039,42.2
12/24/2012,5,862,37.27906977
12/26/2012,5,757,30.09302326
12/27/2012,5,973,32.13953488
12/28/2012,5,907,33.69767442
12/29/2012,5,1072,34.90697674
12/30/2012,5,1147,32.39534884
12/31/2012,5,759,33.42857143
1/1/2013,5,1249,35.39534884
1/2/2013,5,1032,35.02325581
1/3/2013,5,962,33.53488372
1/4/2013,5,1027,36.44186047
1/5/2013,5,1168,38.53488372
1/6/2013,5,1501,39.86046512
1/7/2013,5,1118,39.23255814
1/8/2013,5,777,45.37209302
1/9/2013,5,964,49.23255814
1/10/2013,5,928,52.11627907
1/11/2013,5,812,52.18604651
1/12/2013,5,1045,44.79069767
1/13/2013,5,1184,35.51162791
1/14/2013,5,888,36.76744186
1/15/2013,5,785,36.34883721
1/16/2013,5,688,41.20930233
1/17/2013,5,855,42.6744186
1/18/2013,5,818,40.90697674
1/19/2013,5,1021,46.86046512
1/20/2013,5,1100,46.20930233
1/21/2013,5,835,37.86046512
1/22/2013,5,797,38.76744186
1/23/2013,5,554,41.74418605
1/24/2013,5,632,41.93023256
1/25/2013,5,741,42.93023256
1/26/2013,5,992,42.46511628
1/27/2013,5,1072,50.69767442
1/28/2013,5,692,56.6744186
1/29/2013,5,555,51.93023256
1/30/2013,5,664,43.09302326
1/31/2013,5,553,40.65116279
2/1/2013,5,1078,36.23255814
2/2/2013,5,1217,41.34883721
2/3/2013,5,1118,42.90697674
2/4/2013,5,1005,46.72093023
2/5/2013,5,937,46.39534884
2/6/2013,5,683,49.1627907
2/7/2013,5,632,50.26190476
2/8/2013,5,786,44.13953488
2/9/2013,5,1007,41.02325581
2/10/2013,5,1263,46.69767442
2/11/2013,5,831,44.34883721
2/12/2013,5,824,44.48837209
2/13/2013,5,790,46.3255814
2/14/2013,5,458,43.74418605
2/15/2013,5,856,38.39534884
2/16/2013,5,929,38.88372093
2/17/2013,5,887,43.02325581
2/18/2013,5,819,43.09302326
2/19/2013,5,698,41.69767442
2/20/2013,5,871,39.9047619
2/21/2013,5,615,36.65116279
2/22/2013,5,635,38.76744186
2/23/2013,5,1068,42.69767442
2/24/2013,5,1360,45.60465116
2/25/2013,5,1188,42.79069767
2/26/2013,5,655,43.3255814
2/27/2013,5,434,41.8372093
2/28/2013,5,717,41.86046512
3/1/2013,5,903,39.78571429
3/2/2013,5,1114,39.11627907
3/3/2013,5,1137,44.11627907
3/4/2013,5,829,52.10810811
3/5/2013,5,977,42.63414634
3/6/2013,5,772,42.1627907
3/7/2013,5,751,47.51162791
3/8/2013,5,721,49.25581395
3/9/2013,5,977,50.74418605
3/10/2013,5,1148,45.76744186
3/11/2013,5,957,45.86046512
3/12/2013,5,819,47.69047619
3/13/2013,5,660,47.6744186
3/14/2013,5,691,51.61904762
3/15/2013,5,717,56.34883721
3/16/2013,5,881,55.44186047
3/17/2013,5,1220,47.8372093
3/18/2013,5,891,50.27906977
3/19/2013,5,827,48.79069767
3/20/2013,5,692,44.34883721
3/21/2013,5,599,45.27906977
3/22/2013,5,731,45.38636364
3/23/2013,5,1089,43.11363636
3/24/2013,5,1025,42.63636364
3/25/2013,5,818,38.84090909
3/26/2013,5,739,40.34090909
3/27/2013,5,697,48.02272727
3/28/2013,5,666,53.54545455
3/29/2013,5,790,57.13636364
3/30/2013,5,793,61.41463415
3/31/2013,5,840,58.65116279
4/1/2013,5,617,53.46875
4/2/2013,5,367,46.125
4/3/2013,5,449,48.53125
4/4/2013,5,451,54.15625
4/5/2013,5,602,53.6875
4/6/2013,5,653,56.82352941
4/7/2013,5,795,58.52777778
4/8/2013,5,934,62.27777778
4/9/2013,5,613,58.11111111
4/10/2013,5,539,47.38235294
4/11/2013,5,398,47.51724138
4/12/2013,5,358,49.86206897
4/13/2013,5,539,54.7
4/14/2013,5,644,58.42857143
4/15/2013,5,526,54.51851852
4/16/2013,5,453,53.77777778
4/17/2013,5,370,56.48148148
4/18/2013,5,373,53.41176471
4/19/2013,5,392,56.55882353
4/20/2013,5,644,52.51515152
4/21/2013,5,955,56.58536585
4/22/2013,5,838,55.87804878
4/23/2013,5,685,50.025
4/24/2013,5,600,51.52272727
4/25/2013,5,590,57.11363636
4/26/2013,5,563,60.47619048
4/27/2013,5,741,60.47619048
4/28/2013,5,936,64.61904762
4/29/2013,5,625,67.78787879
4/30/2013,5,516,65.66666667
5/1/2013,5,982,58.84848485
5/2/2013,5,605,46.27272727
5/3/2013,5,723,48.57142857
5/4/2013,5,755,49.2
5/5/2013,5,1378,52.82857143
5/6/2013,5,894,56.4
5/7/2013,5,574,62.74285714
5/8/2013,5,647,66.5
5/9/2013,5,520,63.525
5/10/2013,5,733,64.15
5/11/2013,5,826,65.1
5/12/2013,5,563,62.5
5/13/2013,5,758,65.05263158
5/14/2013,5,870,68.97619048
5/15/2013,5,765,67.38095238
5/16/2013,5,592,70.1
5/17/2013,5,616,70.22222222
5/18/2013,5,681,72.61111111
5/19/2013,5,889,72.23684211
5/20/2013,5,511,73.28125
5/21/2013,5,401,67
5/22/2013,5,380,67.36666667
5/23/2013,5,324,66.97058824
5/24/2013,5,328,69.58823529
5/25/2013,5,360,68.03030303
5/26/2013,5,481,69.96875
5/27/2013,5,486,69.63333333
5/28/2013,5,406,70.07692308
5/29/2013,5,227,70.76923077
5/30/2013,5,311,74.84
5/31/2013,5,326,75.125
6/1/2013,5,303,72.57142857
6/2/2013,5,460,72.45454545
6/3/2013,5,545,69.38461538
6/4/2013,5,569,70.17391304
6/5/2013,5,791,69.77777778
6/6/2013,5,532,68.80769231
6/7/2013,5,699,69.11538462
6/8/2013,5,690,69.57692308
6/9/2013,5,1108,74.31034483
6/10/2013,5,1273,80.60526316
6/11/2013,5,774,80.41666667
6/12/2013,5,724,81.77142857
6/13/2013,5,567,81.56666667
6/14/2013,5,429,79.82608696
6/15/2013,5,571,76.11538462
6/16/2013,5,540,76.42307692
6/17/2013,5,536,76.37037037
6/18/2013,5,439,75.92
6/19/2013,5,358,76.53846154
6/20/2013,5,495,78.40625
6/21/2013,5,613,80.76923077
6/22/2013,5,881,80.36842105
6/23/2013,5,981,81.31578947
6/24/2013,5,734,82.19512195
6/25/2013,5,554,82.39534884
6/26/2013,5,534,82.90697674
6/27/2013,5,433,82.65116279
6/28/2013,5,543,83.48484848
6/29/2013,5,639,79.74358974
6/30/2013,5,766,76.66666667
7/1/2013,5,948,74
7/2/2013,5,798,73.8974359
7/3/2013,5,526,74.61538462
7/4/2013,5,414,78.48717949
7/5/2013,5,868,80.38095238
7/6/2013,5,973,81.54761905
7/7/2013,5,1235,82.30769231
7/8/2013,5,858,82.4047619
7/9/2013,5,886,83.66666667
7/10/2013,5,1040,84.37142857
7/11/2013,5,511,84.17857143
7/12/2013,5,653,81.53333333
7/13/2013,5,621,81.43333333
7/14/2013,5,757,78
7/15/2013,5,609,75.03448276
7/16/2013,5,549,79.10344828
7/17/2013,5,401,81.02777778
7/18/2013,5,406,82.09090909
7/19/2013,5,608,82.05
7/20/2013,5,686,81.64864865
7/21/2013,5,870,80.94117647
7/22/2013,5,601,84.15625
7/23/2013,5,522,82.21428571
7/24/2013,5,357,78.57692308
7/25/2013,5,390,78.12
7/26/2013,5,429,75.96296296
7/27/2013,5,564,74.2
7/28/2013,5,618,74.36666667
7/29/2013,5,657,77.2
7/30/2013,5,517,78.46875
7/31/2013,5,528,81.22222222
8/1/2013,5,679,80.66666667
8/2/2013,5,566,82.81481481
8/3/2013,5,952,81.41935484
8/4/2013,5,1049,81.67647059
8/5/2013,5,713,83.06451613
8/6/2013,5,491,84.84
8/7/2013,5,617,80.56666667
8/8/2013,5,545,79.2
8/9/2013,5,760,79.34482759
8/10/2013,5,707,79.65517241
8/11/2013,5,667,80.53846154
8/12/2013,5,626,79.37037037
8/13/2013,5,471,76.09677419
8/14/2013,5,558,75.41935484
8/15/2013,5,516,75.11538462
8/16/2013,5,465,74.15625
8/17/2013,5,888,74.34210526
8/18/2013,5,926,76.19512195
8/19/2013,5,936,78.65116279
8/20/2013,5,731,80.04651163
8/21/2013,5,734,80.1627907
8/22/2013,5,752,79.6744186
8/23/2013,5,745,79.95348837
8/24/2013,5,872,79.55813953
8/25/2013,5,1214,80.30232558
8/26/2013,5,845,80.79545455
8/27/2013,5,725,79.47727273
8/28/2013,5,652,80.02272727
8/29/2013,5,537,82.71428571
8/30/2013,5,833,84
8/31/2013,5,741,84.11904762
9/1/2013,5,1123,80.87804878
9/2/2013,5,1031,78.63414634
9/3/2013,5,853,78.46341463
9/4/2013,5,733,79.82926829
9/5/2013,5,921,78.3255814
9/6/2013,5,792,78.48837209
9/7/2013,5,680,80.65789474
9/8/2013,5,808,78.78947368
9/9/2013,5,567,80.79411765
9/10/2013,5,968,80.85294118
9/11/2013,5,662,80.97222222
9/12/2013,5,703,80.69444444
9/13/2013,5,529,78.13888889
9/14/2013,5,643,76.38888889
9/15/2013,5,817,77.03448276
9/16/2013,5,548,70.61290323
9/17/2013,5,347,67.34615385
9/18/2013,5,275,71.92307692
9/19/2013,5,245,70.15384615
9/20/2013,5,216,64.71428571
9/21/2013,5,402,64.16666667
9/22/2013,5,637,67.12903226
9/23/2013,5,505,65.24324324
9/24/2013,5,511,69.39534884
9/25/2013,5,202,68.68
9/26/2013,5,299,67.16
9/27/2013,5,295,65.48
9/28/2013,5,438,66.40740741
9/29/2013,5,423,65.96296296
9/30/2013,5,272,68.07407407
10/1/2013,5,383,68.61538462
10/2/2013,5,925,72.8
10/3/2013,5,823,73.2
10/4/2013,5,755,69.75
10/5/2013,5,1176,61.5
10/6/2013,5,1042,60.05555556
10/7/2013,5,845,64.36111111
10/8/2013,5,659,63.5
10/9/2013,5,620,62.69230769
10/10/2013,5,531,64.54054054
10/11/2013,5,297,65.86206897
10/12/2013,5,680,63.45454545
10/13/2013,5,749,63.27272727
10/14/2013,5,424,60.42424242
10/15/2013,5,623,58.28125
10/16/2013,5,375,57.09375
10/17/2013,5,476,59.83333333
10/18/2013,5,773,55.53488372
10/19/2013,5,901,56.1627907
10/20/2013,5,1196,56.54545455
10/21/2013,5,775,56.47727273
10/22/2013,5,618,58.5
10/23/2013,5,606,56.79069767
10/24/2013,5,553,52.74418605
10/25/2013,5,684,52.60465116
10/26/2013,5,665,56.18604651
10/27/2013,5,822,54.88095238
10/28/2013,5,642,55.52941176
10/29/2013,5,536,59.02702703
10/30/2013,5,336,59.55882353
10/31/2013,5,314,54.63636364
11/1/2013,5,683,56.02941176
11/2/2013,5,651,52.48387097
11/3/2013,5,857,49.32258065
11/4/2013,5,627,51
11/5/2013,5,793,53.40625
11/6/2013,5,565,53.48571429
11/7/2013,5,646,54.375
11/8/2013,5,715,52.6097561
11/9/2013,5,839,55.93181818
11/10/2013,5,1277,56.70454545
11/11/2013,5,1043,55.56818182
11/12/2013,5,897,44.37209302
11/13/2013,5,706,41.31818182
11/14/2013,5,728,46.97674419
11/15/2013,5,712,54.88095238
11/16/2013,5,734,62.14285714
11/17/2013,5,988,60.64285714
11/18/2013,5,770,56.7804878
11/19/2013,5,697,54.09756098
11/20/2013,5,585,54.09756098
11/21/2013,5,4046,49.64285714
11/22/2013,5,616,41.54761905
11/23/2013,5,741,37.68421053
11/24/2013,5,1020,32.87878788
11/25/2013,5,798,37.12121212
11/26/2013,5,590,42.20588235
11/27/2013,5,465,36.67647059
11/28/2013,5,159,40.85294118
11/29/2013,5,437,42.58823529
11/30/2013,5,612,50.25641026
12/1/2013,5,1523,49.04545455
12/2/2013,5,937,51.15909091
12/3/2013,5,891,51.21621622
12/4/2013,5,1144,44.78378378
12/5/2013,5,1056,37.08571429
12/6/2013,5,785,34.19444444
12/7/2013,5,986,31.51428571
12/8/2013,5,928,33.55555556
12/9/2013,5,788,35.88888889
12/10/2013,5,1057,33.95348837
12/11/2013,5,834,34.70731707
12/12/2013,5,736,35.26829268
12/13/2013,5,692,41.35714286
12/14/2013,5,927,38.83333333
12/15/2013,5,1224,42.14285714
12/16/2013,5,740,44.61904762
12/17/2013,5,925,44.73809524
12/18/2013,5,607,45.85
12/19/2013,5,625,52.48717949
12/20/2013,5,1000,46.71794872
12/21/2013,5,807,43.07317073
12/22/2013,5,1070,41.175
12/23/2013,5,810,37.58536585
12/24/2013,5,719,36.26829268
12/25/2013,5,0,36.27906977
12/26/2013,5,756,38.84210526
12/27/2013,5,788,43.89473684
12/28/2013,5,967,46.31578947
12/29/2013,5,996,37.37837838
12/30/2013,5,886,
12/31/2013,5,512,37.10344828
1/1/2014,5,824,35.44827586
1/2/2014,5,845,25.875
1/3/2014,5,913,32.84375
1/4/2014,5,1194,36.0625
1/5/2014,5,1334,19.36666667
1/6/2014,5,1063,23.97560976
1/7/2014,5,1104,27.95348837
1/8/2014,5,861,32.7804878
1/9/2014,5,691,38.26829268
1/10/2014,5,1045,46.76190476
1/11/2014,5,1107,45.67647059
1/12/2014,5,1125,49
1/13/2014,5,625,44.20588235
1/14/2014,5,666,41.11764706
1/15/2014,5,521,38.46875
1/16/2014,5,586,43.125
1/17/2014,5,622,37.59375
1/18/2014,5,819,43.23809524
1/19/2014,5,847,44.88235294
1/20/2014,5,838,45.92857143
1/21/2014,5,647,37.42857143
1/22/2014,5,585,32.5
1/23/2014,5,711,25.13953488
1/24/2014,5,881,28.13953488
1/25/2014,5,969,43.88372093
1/26/2014,5,1223,44.34883721
1/27/2014,5,738,34.72093023
1/28/2014,5,610,27.09302326
1/29/2014,5,696,30.88372093
1/30/2014,5,524,37.7
1/31/2014,5,793,39.52631579
2/1/2014,5,1708,40.87179487
2/2/2014,5,1197,36.28947368
2/3/2014,5,1043,38.91176471
2/4/2014,5,533,39.28125
2/5/2014,5,681,33.1875
2/6/2014,5,721,23.02702703
2/7/2014,5,664,29.16216216
2/8/2014,5,900,35.86486486
2/9/2014,5,1026,35.4
2/10/2014,5,906,32.52380952
2/11/2014,5,758,32.38095238
2/12/2014,5,589,36.02380952
2/13/2014,5,549,43.625
2/14/2014,5,509,46.68292683
2/15/2014,5,719,48.5
2/16/2014,5,978,50.12195122
2/17/2014,5,676,50.13157895
2/18/2014,5,424,51.93103448
2/19/2014,5,552,52.17647059
2/20/2014,5,463,50.31034483
2/21/2014,5,538,44.28125
2/22/2014,5,706,47.75
2/23/2014,5,869,44.82352941
2/24/2014,5,519,40.91176471
2/25/2014,5,503,40.6097561
2/26/2014,5,453,34.35
2/27/2014,5,615,37.13513514
2/28/2014,5,529,43.37837838
3/1/2014,5,1142,42.71428571
3/2/2014,5,1040,34.56756757
3/3/2014,5,785,30.73529412
3/4/2014,5,707,36.78125
3/5/2014,5,851,37.5
3/6/2014,5,658,41.86486486
3/7/2014,5,683,42.40540541
3/8/2014,5,966,41.81578947
3/9/2014,5,1081,46.54054054
3/10/2014,5,1016,56.33333333
3/11/2014,5,672,58.25641026
3/12/2014,5,492,49.73684211
3/13/2014,5,612,47.18421053
3/14/2014,5,533,51.24137931
3/15/2014,5,837,49.82758621
3/16/2014,5,703,40.93103448
3/17/2014,5,458,41.6
3/18/2014,5,560,48
3/19/2014,5,461,45.03225806
3/20/2014,5,358,49.22580645
3/21/2014,5,556,55.175
3/22/2014,5,884,51.39534884
3/23/2014,5,903,46.11627907
3/24/2014,5,744,44.93181818
3/25/2014,5,627,44.02272727
3/26/2014,5,373,45.41860465
3/27/2014,5,573,60.69230769
