Date,item_nbr,daily_units,avg_temp
1/4/2013,9,1265,36.44186047
1/5/2013,9,1744,38.53488372
1/6/2013,9,1901,39.86046512
1/7/2013,9,1387,39.23255814
1/8/2013,9,860,45.37209302
1/9/2013,9,878,49.23255814
1/10/2013,9,1313,52.11627907
1/11/2013,9,1195,52.18604651
1/12/2013,9,1217,44.79069767
1/13/2013,9,1404,35.51162791
1/14/2013,9,1053,36.76744186
1/15/2013,9,1077,36.34883721
1/16/2013,9,1002,41.20930233
1/17/2013,9,787,42.6744186
1/18/2013,9,926,40.90697674
1/19/2013,9,1154,46.86046512
1/20/2013,9,1039,46.20930233
1/21/2013,9,823,37.86046512
1/22/2013,9,852,38.76744186
1/23/2013,9,689,41.74418605
1/24/2013,9,578,41.93023256
1/25/2013,9,651,42.93023256
1/26/2013,9,1143,42.46511628
1/27/2013,9,1291,50.69767442
1/28/2013,9,803,56.6744186
1/29/2013,9,739,51.93023256
1/30/2013,9,638,43.09302326
1/31/2013,9,577,40.65116279
2/1/2013,9,1053,36.23255814
2/2/2013,9,1280,41.34883721
2/3/2013,9,1228,42.90697674
2/4/2013,9,1029,46.72093023
2/5/2013,9,1089,46.39534884
2/6/2013,9,998,49.1627907
2/7/2013,9,1001,50.26190476
2/8/2013,9,857,44.13953488
2/9/2013,9,1056,41.02325581
2/10/2013,9,1681,46.69767442
2/11/2013,9,1137,44.34883721
2/12/2013,9,752,44.48837209
2/13/2013,9,928,46.3255814
2/14/2013,9,647,43.74418605
2/15/2013,9,929,38.39534884
2/16/2013,9,1195,38.88372093
2/17/2013,9,1389,43.02325581
2/18/2013,9,1035,43.09302326
2/19/2013,9,972,41.69767442
2/20/2013,9,820,39.9047619
2/21/2013,9,593,36.65116279
2/22/2013,9,815,38.76744186
2/23/2013,9,1189,42.69767442
2/24/2013,9,1321,45.60465116
2/25/2013,9,1125,42.79069767
2/26/2013,9,700,43.3255814
2/27/2013,9,651,41.8372093
2/28/2013,9,665,41.86046512
3/1/2013,9,1093,39.78571429
3/2/2013,9,1197,39.11627907
3/3/2013,9,1426,44.11627907
3/4/2013,9,1053,52.10810811
3/5/2013,9,1211,42.63414634
3/6/2013,9,1010,42.1627907
3/7/2013,9,977,47.51162791
3/8/2013,9,989,49.25581395
3/9/2013,9,1103,50.74418605
3/10/2013,9,1629,45.76744186
3/11/2013,9,1042,45.86046512
3/12/2013,9,986,47.69047619
3/13/2013,9,989,47.6744186
3/14/2013,9,928,51.61904762
3/15/2013,9,974,56.34883721
3/16/2013,9,986,55.44186047
3/17/2013,9,1519,47.8372093
3/18/2013,9,903,50.27906977
3/19/2013,9,767,48.79069767
3/20/2013,9,670,44.34883721
3/21/2013,9,702,45.27906977
3/22/2013,9,789,45.38636364
3/23/2013,9,942,43.11363636
3/24/2013,9,1368,42.63636364
3/25/2013,9,928,38.84090909
3/26/2013,9,752,40.34090909
3/27/2013,9,483,48.02272727
3/28/2013,9,741,53.54545455
3/29/2013,9,623,57.13636364
3/30/2013,9,946,61.41463415
3/31/2013,9,907,58.65116279
4/1/2013,9,978,53.46875
4/2/2013,9,708,46.125
4/3/2013,9,596,48.53125
4/4/2013,9,564,54.15625
4/5/2013,9,820,53.6875
4/6/2013,9,752,56.82352941
4/7/2013,9,1283,58.52777778
4/8/2013,9,980,62.27777778
4/9/2013,9,1205,58.11111111
4/10/2013,9,1197,47.38235294
4/11/2013,9,793,47.51724138
4/12/2013,9,715,49.86206897
4/13/2013,9,926,54.7
4/14/2013,9,1151,58.42857143
4/15/2013,9,604,54.51851852
4/16/2013,9,548,53.77777778
4/17/2013,9,393,56.48148148
4/18/2013,9,465,53.41176471
4/19/2013,9,551,56.55882353
4/20/2013,9,704,52.51515152
4/21/2013,9,988,56.58536585
4/22/2013,9,987,55.87804878
4/23/2013,9,813,50.025
4/24/2013,9,806,51.52272727
4/25/2013,9,518,57.11363636
4/26/2013,9,699,60.47619048
4/27/2013,9,893,60.47619048
4/28/2013,9,1052,64.61904762
4/29/2013,9,642,67.78787879
4/30/2013,9,690,65.66666667
5/1/2013,9,989,58.84848485
5/2/2013,9,712,46.27272727
5/3/2013,9,674,48.57142857
5/4/2013,9,946,49.2
5/5/2013,9,1451,52.82857143
5/6/2013,9,759,56.4
5/7/2013,9,651,62.74285714
5/8/2013,9,688,66.5
5/9/2013,9,806,63.525
5/10/2013,9,988,64.15
5/11/2013,9,998,65.1
5/12/2013,9,655,62.5
5/13/2013,9,906,65.05263158
5/14/2013,9,637,68.97619048
5/15/2013,9,539,67.38095238
5/16/2013,9,419,70.1
5/17/2013,9,460,70.22222222
5/18/2013,9,469,72.61111111
5/19/2013,9,766,72.23684211
5/20/2013,9,431,73.28125
5/21/2013,9,439,67
5/22/2013,9,448,67.36666667
5/23/2013,9,503,66.97058824
5/24/2013,9,472,69.58823529
5/25/2013,9,669,68.03030303
5/26/2013,9,633,69.96875
5/27/2013,9,531,69.63333333
5/28/2013,9,387,70.07692308
5/29/2013,9,355,70.76923077
5/30/2013,9,411,74.84
5/31/2013,9,567,75.125
6/1/2013,9,551,72.57142857
6/2/2013,9,689,72.45454545
6/3/2013,9,854,69.38461538
6/4/2013,9,818,70.17391304
6/5/2013,9,1123,69.77777778
6/6/2013,9,948,68.80769231
6/7/2013,9,708,69.11538462
6/8/2013,9,665,69.57692308
6/9/2013,9,1071,74.31034483
6/10/2013,9,1083,80.60526316
6/11/2013,9,768,80.41666667
6/12/2013,9,746,81.77142857
6/13/2013,9,773,81.56666667
6/14/2013,9,490,79.82608696
6/15/2013,9,682,76.11538462
6/16/2013,9,460,76.42307692
6/17/2013,9,436,76.37037037
6/18/2013,9,333,75.92
6/19/2013,9,418,76.53846154
6/20/2013,9,344,78.40625
6/21/2013,9,603,80.76923077
6/22/2013,9,612,80.36842105
6/23/2013,9,712,81.31578947
6/24/2013,9,677,82.19512195
6/25/2013,9,816,82.39534884
6/26/2013,9,595,82.90697674
6/27/2013,9,665,82.65116279
6/28/2013,9,593,83.48484848
6/29/2013,9,847,79.74358974
6/30/2013,9,818,76.66666667
7/1/2013,9,1240,74
7/2/2013,9,864,73.8974359
7/3/2013,9,774,74.61538462
7/4/2013,9,474,78.48717949
7/5/2013,9,1049,80.38095238
7/6/2013,9,1006,81.54761905
7/7/2013,9,1221,82.30769231
7/8/2013,9,1198,82.4047619
7/9/2013,9,1002,83.66666667
7/10/2013,9,691,84.37142857
7/11/2013,9,591,84.17857143
7/12/2013,9,689,81.53333333
7/13/2013,9,644,81.43333333
7/14/2013,9,634,78
7/15/2013,9,633,75.03448276
7/16/2013,9,426,79.10344828
7/17/2013,9,611,81.02777778
7/18/2013,9,553,82.09090909
7/19/2013,9,627,82.05
7/20/2013,9,759,81.64864865
7/21/2013,9,974,80.94117647
7/22/2013,9,832,84.15625
7/23/2013,9,711,82.21428571
7/24/2013,9,424,78.57692308
7/25/2013,9,453,78.12
7/26/2013,9,668,75.96296296
7/27/2013,9,642,74.2
7/28/2013,9,673,74.36666667
7/29/2013,9,601,77.2
7/30/2013,9,578,78.46875
7/31/2013,9,317,81.22222222
8/1/2013,9,1007,80.66666667
8/2/2013,9,543,82.81481481
8/3/2013,9,1033,81.41935484
8/4/2013,9,1012,81.67647059
8/5/2013,9,1265,83.06451613
8/6/2013,9,652,84.84
8/7/2013,9,978,80.56666667
8/8/2013,9,631,79.2
8/9/2013,9,760,79.34482759
8/10/2013,9,773,79.65517241
8/11/2013,9,772,80.53846154
8/12/2013,9,878,79.37037037
8/13/2013,9,812,76.09677419
8/14/2013,9,477,75.41935484
8/15/2013,9,741,75.11538462
8/16/2013,9,540,74.15625
8/17/2013,9,794,74.34210526
8/18/2013,9,1239,76.19512195
8/19/2013,9,880,78.65116279
8/20/2013,9,865,80.04651163
8/21/2013,9,742,80.1627907
8/22/2013,9,699,79.6744186
8/23/2013,9,693,79.95348837
8/24/2013,9,1018,79.55813953
8/25/2013,9,1110,80.30232558
8/26/2013,9,999,80.79545455
8/27/2013,9,650,79.47727273
8/28/2013,9,684,80.02272727
8/29/2013,9,699,82.71428571
8/30/2013,9,741,84
8/31/2013,9,914,84.11904762
9/1/2013,9,1596,80.87804878
9/2/2013,9,1216,78.63414634
9/3/2013,9,962,78.46341463
9/4/2013,9,882,79.82926829
9/5/2013,9,1150,78.3255814
9/6/2013,9,1008,78.48837209
9/7/2013,9,1134,80.65789474
9/8/2013,9,1275,78.78947368
9/9/2013,9,860,80.79411765
9/10/2013,9,1156,80.85294118
9/11/2013,9,850,80.97222222
9/12/2013,9,656,80.69444444
9/13/2013,9,776,78.13888889
9/14/2013,9,919,76.38888889
9/15/2013,9,1028,77.03448276
9/16/2013,9,779,70.61290323
9/17/2013,9,401,67.34615385
9/18/2013,9,426,71.92307692
9/19/2013,9,453,70.15384615
9/20/2013,9,460,64.71428571
9/21/2013,9,565,64.16666667
9/22/2013,9,1083,67.12903226
9/23/2013,9,729,65.24324324
9/24/2013,9,902,69.39534884
9/25/2013,9,273,68.68
9/26/2013,9,271,67.16
9/27/2013,9,395,65.48
9/28/2013,9,511,66.40740741
9/29/2013,9,741,65.96296296
9/30/2013,9,478,68.07407407
10/1/2013,9,449,68.61538462
10/2/2013,9,795,72.8
10/3/2013,9,786,73.2
10/4/2013,9,869,69.75
10/5/2013,9,1446,61.5
10/6/2013,9,1331,60.05555556
10/7/2013,9,1187,64.36111111
10/8/2013,9,893,63.5
10/9/2013,9,1021,62.69230769
10/10/2013,9,1232,64.54054054
10/11/2013,9,764,65.86206897
10/12/2013,9,1022,63.45454545
10/13/2013,9,1077,63.27272727
10/14/2013,9,795,60.42424242
10/15/2013,9,708,58.28125
10/16/2013,9,731,57.09375
10/17/2013,9,491,59.83333333
10/18/2013,9,818,55.53488372
10/19/2013,9,983,56.1627907
10/20/2013,9,1481,56.54545455
10/21/2013,9,1005,56.47727273
10/22/2013,9,911,58.5
10/23/2013,9,473,56.79069767
10/24/2013,9,481,52.74418605
10/25/2013,9,639,52.60465116
10/26/2013,9,900,56.18604651
10/27/2013,9,833,54.88095238
10/28/2013,9,893,55.52941176
10/29/2013,9,663,59.02702703
10/30/2013,9,568,59.55882353
10/31/2013,9,483,54.63636364
11/1/2013,9,1008,56.02941176
11/2/2013,9,1001,52.48387097
11/3/2013,9,1215,49.32258065
11/4/2013,9,936,51
11/5/2013,9,1045,53.40625
11/6/2013,9,880,53.48571429
11/7/2013,9,651,54.375
11/8/2013,9,832,52.6097561
11/9/2013,9,1056,55.93181818
11/10/2013,9,1769,56.70454545
11/11/2013,9,1259,55.56818182
11/12/2013,9,1230,44.37209302
11/13/2013,9,951,41.31818182
11/14/2013,9,920,46.97674419
11/15/2013,9,873,54.88095238
11/16/2013,9,1076,62.14285714
11/17/2013,9,1194,60.64285714
11/18/2013,9,882,56.7804878
11/19/2013,9,770,54.09756098
11/20/2013,9,830,54.09756098
11/21/2013,9,795,49.64285714
11/22/2013,9,776,41.54761905
11/23/2013,9,1026,37.68421053
11/24/2013,9,923,32.87878788
11/25/2013,9,521,37.12121212
11/26/2013,9,651,42.20588235
11/27/2013,9,669,36.67647059
11/28/2013,9,289,40.85294118
11/29/2013,9,317,42.58823529
11/30/2013,9,724,50.25641026
12/1/2013,9,1292,49.04545455
12/2/2013,9,1007,51.15909091
12/3/2013,9,737,51.21621622
12/4/2013,9,819,44.78378378
12/5/2013,9,954,37.08571429
12/6/2013,9,878,34.19444444
12/7/2013,9,990,31.51428571
12/8/2013,9,1459,33.55555556
12/9/2013,9,990,35.88888889
12/10/2013,9,1434,33.95348837
12/11/2013,9,1024,34.70731707
12/12/2013,9,1088,35.26829268
12/13/2013,9,1116,41.35714286
12/14/2013,9,1055,38.83333333
12/15/2013,9,1638,42.14285714
12/16/2013,9,988,44.61904762
12/17/2013,9,806,44.73809524
12/18/2013,9,606,45.85
12/19/2013,9,583,52.48717949
12/20/2013,9,671,46.71794872
12/21/2013,9,876,43.07317073
12/22/2013,9,875,41.175
12/23/2013,9,775,37.58536585
12/24/2013,9,476,36.26829268
12/25/2013,9,1,36.27906977
12/26/2013,9,719,38.84210526
12/27/2013,9,705,43.89473684
12/28/2013,9,972,46.31578947
12/29/2013,9,789,37.37837838
12/30/2013,9,743,
12/31/2013,9,544,37.10344828
1/1/2014,9,953,35.44827586
1/2/2014,9,910,25.875
1/3/2014,9,1240,32.84375
1/4/2014,9,1171,36.0625
1/5/2014,9,2014,19.36666667
1/6/2014,9,1387,23.97560976
1/7/2014,9,1204,27.95348837
1/8/2014,9,1239,32.7804878
1/9/2014,9,1132,38.26829268
1/10/2014,9,1125,46.76190476
1/11/2014,9,1289,45.67647059
1/12/2014,9,1347,49
1/13/2014,9,993,44.20588235
1/14/2014,9,714,41.11764706
1/15/2014,9,874,38.46875
1/16/2014,9,638,43.125
1/17/2014,9,635,37.59375
1/18/2014,9,1077,43.23809524
1/19/2014,9,1389,44.88235294
1/20/2014,9,1104,45.92857143
1/21/2014,9,861,37.42857143
1/22/2014,9,773,32.5
1/23/2014,9,570,25.13953488
1/24/2014,9,901,28.13953488
1/25/2014,9,1152,43.88372093
1/26/2014,9,1166,44.34883721
1/27/2014,9,730,34.72093023
1/28/2014,9,806,27.09302326
1/29/2014,9,738,30.88372093
1/30/2014,9,473,37.7
1/31/2014,9,865,39.52631579
2/1/2014,9,1410,40.87179487
2/2/2014,9,1179,36.28947368
2/3/2014,9,810,38.91176471
2/4/2014,9,519,39.28125
2/5/2014,9,757,33.1875
2/6/2014,9,875,23.02702703
2/7/2014,9,932,29.16216216
2/8/2014,9,1231,35.86486486
2/9/2014,9,1281,35.4
2/10/2014,9,1122,32.52380952
2/11/2014,9,1064,32.38095238
2/12/2014,9,773,36.02380952
2/13/2014,9,762,43.625
2/14/2014,9,749,46.68292683
2/15/2014,9,962,48.5
2/16/2014,9,1264,50.12195122
2/17/2014,9,999,50.13157895
2/18/2014,9,764,51.93103448
2/19/2014,9,708,52.17647059
2/20/2014,9,537,50.31034483
2/21/2014,9,514,44.28125
2/22/2014,9,731,47.75
2/23/2014,9,1070,44.82352941
2/24/2014,9,688,40.91176471
2/25/2014,9,764,40.6097561
2/26/2014,9,596,34.35
2/27/2014,9,598,37.13513514
2/28/2014,9,750,43.37837838
3/1/2014,9,1226,42.71428571
3/2/2014,9,1158,34.56756757
3/3/2014,9,936,30.73529412
3/4/2014,9,711,36.78125
3/5/2014,9,871,37.5
3/6/2014,9,797,41.86486486
3/7/2014,9,676,42.40540541
3/8/2014,9,972,41.81578947
3/9/2014,9,1090,46.54054054
3/10/2014,9,1120,56.33333333
3/11/2014,9,849,58.25641026
3/12/2014,9,934,49.73684211
3/13/2014,9,760,47.18421053
3/14/2014,9,620,51.24137931
3/15/2014,9,896,49.82758621
3/16/2014,9,1101,40.93103448
3/17/2014,9,864,41.6
3/18/2014,9,697,48
3/19/2014,9,531,45.03225806
3/20/2014,9,481,49.22580645
3/21/2014,9,638,55.175
3/22/2014,9,876,51.39534884
3/23/2014,9,1073,46.11627907
